id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,house_condition,grade,sqft_above,sqft_basement,year_built,zipcode,lat,long,sqft_living_15
1523059105,2015-01-28,356000.0,3,1.5,1680,8712.0,1.0,0,1,3,8.0,1680.0,0,1964.0,98059,47.4811,-122.149,1850
1133000671,2014-06-02,315000.0,3,1.0,960,6634.0,1.0,0,1,3,6.0,960.0,0,1952.0,98125,47.7264,-122.31,1570
4232902595,2014-11-14,940000.0,3,1.5,2140,3600.0,2.0,0,1,3,9.0,1900.0,240,1925.0,98119,47.6337,-122.365,2020
2599001200,2014-11-03,305000.0,5,2.25,2660,8400.0,1.5,0,1,5,7.0,2660.0,0,1961.0,98092,47.2909,-122.189,1590
3342103156,2014-06-18,461000.0,3,3.25,2770,6278.0,2.0,0,1,3,9.0,1980.0,790,2006.0,98056,47.5228,-122.199,1900
1332700270,2014-05-19,215000.0,2,2.25,1610,2040.0,2.0,0,1,3,7.0,1610.0,0,1979.0,98056,47.518,-122.194,1950
3869900162,2014-09-04,335000.0,2,1.75,1030,1066.0,2.0,0,1,3,7.0,765.0,265,2006.0,98136,47.5394,-122.387,1030
2791500270,2014-05-22,243500.0,4,2.5,1980,7403.0,2.0,0,1,3,7.0,1980.0,0,1988.0,98023,47.2897,-122.372,1980
5036300431,2015-03-11,1099880.0,5,2.75,3520,6353.0,2.0,0,1,4,10.0,3520.0,0,2001.0,98199,47.6506,-122.391,2520
4168000060,2015-02-26,153000.0,3,1.0,1200,10500.0,1.0,0,1,3,7.0,1200.0,0,1962.0,98023,47.322,-122.351,1350
6021501535,2014-07-25,430000.0,3,1.5,1580,5000.0,1.0,0,1,3,8.0,1290.0,290,1939.0,98117,47.687,-122.386,1570
6021501535,2014-07-25,430000.0,3,1.5,1580,5000.0,1.0,0,1,3,8.0,1290.0,290,1939.0,98117,47.687,-122.386,1570
6021501535,2014-12-23,700000.0,3,1.5,1580,5000.0,1.0,0,1,3,8.0,1290.0,290,1939.0,98117,47.687,-122.386,1570
6021501535,2014-12-23,700000.0,3,1.5,1580,5000.0,1.0,0,1,3,8.0,1290.0,290,1939.0,98117,47.687,-122.386,1570
1483300570,2014-09-08,905000.0,4,2.5,3300,10250.0,1.0,0,1,3,7.0,2390.0,910,1946.0,9804,47.5873,-122.249,1950
3422049190,2015-03-30,247500.0,3,1.75,1960,15681.0,1.0,0,1,3,7.0,1960.0,0,1967.0,98032,47.3576,-122.277,1750
1099611230,2014-09-12,199000.0,4,1.5,1160,6400.0,1.0,0,1,4,7.0,1160.0,0,1975.0,98023,47.3036,-122.378,1160
722079104,2014-07-11,314000.0,3,1.75,1810,41800.0,1.0,0,1,5,7.0,1210.0,600,1980.0,98038,47.4109,-121.958,1650
7338200240,2014-05-16,437500.0,3,2.5,2320,36847.0,2.0,0,3,3,9.0,2320.0,0,1992.0,98045,47.4838,-121.714,2550
1952200240,2014-06-11,850830.0,3,2.5,2070,13241.0,1.5,0,1,5,9.0,1270.0,800,1910.0,98102,47.6415,-122.315,2200
5200100125,2014-10-27,555000.0,3,2.0,1980,3478.0,1.5,0,1,4,7.0,1440.0,540,1929.0,98117,47.6775,-122.372,1610
7214720075,2014-12-12,699950.0,3,2.25,2190,107593.0,2.0,0,1,4,8.0,2190.0,0,1983.0,98077,47.7731,-122.08,2570
2450000295,2014-10-07,1088000.0,3,2.5,2920,8113.0,2.0,0,1,3,8.0,2920.0,0,1950.0,98004,47.5814,-122.196,2370
6197800045,2014-09-24,290000.0,3,1.0,1210,33919.0,1.0,0,1,3,7.0,1210.0,0,1954.0,98058,47.4375,-122.184,1640
1328310370,2015-04-02,375000.0,3,2.5,2340,10005.0,1.0,0,1,4,8.0,1460.0,880,1978.0,98058,47.4431,-122.133,2250
546000875,2014-05-23,460000.0,3,1.0,1670,4005.0,1.5,0,1,4,7.0,1170.0,500,1939.0,98117,47.6878,-122.38,1240
3530510041,2014-07-23,188500.0,2,1.75,1240,2493.0,1.0,0,1,4,8.0,1240.0,0,1985.0,98198,47.3813,-122.322,1270
1853000400,2015-03-05,680000.0,4,2.5,3140,28037.0,2.0,0,1,4,10.0,3140.0,0,1991.0,98077,47.7304,-122.082,2990
3134100116,2014-08-27,470000.0,5,1.75,2030,12342.0,2.0,0,1,4,7.0,2030.0,0,1942.0,98052,47.6417,-122.109,2500
9545230140,2014-07-25,597750.0,4,2.5,2310,9624.0,2.0,0,1,3,8.0,2310.0,0,1984.0,98027,47.5386,-122.053,1940
3362400511,2015-03-04,570000.0,3,1.75,1260,3328.0,1.0,0,1,5,6.0,700.0,560,1905.0,98103,47.6823,-122.349,1380
2525310310,2014-09-16,272500.0,3,1.75,1540,12600.0,1.0,0,1,4,7.0,1160.0,380,1980.0,98038,47.3624,-122.031,1540
6126500060,2014-11-24,329950.0,3,1.75,2080,5969.0,1.0,0,3,3,7.0,1080.0,1000,1971.0,98108,47.5474,-122.295,2090
8961960160,2014-10-28,480000.0,4,2.5,3230,16171.0,2.0,0,4,3,9.0,2520.0,710,2001.0,98001,47.3183,-122.253,2640
3362400431,2014-06-26,518500.0,3,3.5,1590,1102.0,3.0,0,1,3,8.0,1590.0,0,2010.0,98103,47.6824,-122.347,1620
4060000240,2014-06-23,205425.0,2,1.0,880,6780.0,1.0,0,1,4,6.0,880.0,0,1945.0,98178,47.5009,-122.248,1190
3454800060,2015-01-08,171800.0,4,2.0,1570,9600.0,1.0,0,1,3,6.0,1570.0,0,1950.0,98168,47.4965,-122.303,1880
1695900060,2015-05-11,535000.0,4,1.0,1610,2982.0,1.5,0,1,4,7.0,1610.0,0,1925.0,98144,47.587,-122.294,1610
7278700070,2015-01-02,660000.0,3,2.5,2400,6474.0,1.0,0,3,3,8.0,1560.0,840,1964.0,98177,47.7728,-122.386,2340
6675500070,2014-11-19,391500.0,3,2.0,1450,9132.0,1.0,0,1,3,7.0,1450.0,0,1987.0,98034,47.7288,-122.226,1580
3626039187,2015-04-06,395000.0,2,1.0,770,6000.0,1.0,0,1,3,6.0,770.0,0,1953.0,98117,47.6999,-122.364,1710
3524049083,2014-11-04,445000.0,4,1.75,2100,4400.0,1.5,0,1,5,7.0,1720.0,380,1924.0,98118,47.5299,-122.266,1850
3275860240,2014-06-18,770000.0,3,2.25,2910,10204.0,2.0,0,1,3,9.0,2910.0,0,1990.0,98052,47.6897,-122.098,2700
4389200955,2015-03-02,1450000.0,4,2.75,2750,17789.0,1.5,0,1,3,8.0,1980.0,770,1914.0,98004,47.6141,-122.212,3060
4058801670,2014-07-17,445000.0,3,2.25,2100,8201.0,1.0,0,3,3,8.0,1620.0,480,1967.0,98178,47.5091,-122.244,2660
8732020310,2014-07-17,260000.0,4,2.25,2160,8811.0,1.0,0,1,3,8.0,1360.0,800,1978.0,98023,47.3129,-122.39,2090
2331300505,2014-06-13,822500.0,5,3.5,2320,4960.0,2.0,0,1,5,7.0,1720.0,600,1926.0,98103,47.6763,-122.352,1700
7853210060,2015-04-06,430000.0,4,2.5,2070,4310.0,2.0,0,1,3,7.0,2070.0,0,2004.0,98065,47.5319,-121.85,1970
3668000070,2015-01-05,212000.0,3,1.75,1060,7875.0,1.0,0,1,4,7.0,1060.0,0,1986.0,98092,47.2761,-122.152,1420
9545240070,2015-04-28,660500.0,4,2.25,2010,9603.0,1.0,0,1,3,8.0,1440.0,570,1986.0,98027,47.5343,-122.054,2060
1243100136,2014-06-12,784000.0,3,3.5,3950,111078.0,1.5,0,1,3,9.0,2460.0,1490,1989.0,98052,47.697,-122.072,2480
8929000270,2014-05-12,453246.0,3,2.5,2010,2287.0,2.0,0,1,3,8.0,1390.0,620,2014.0,98029,47.5517,-121.998,1690
2767602356,2015-01-26,675000.0,4,3.5,2140,2278.0,3.0,0,1,3,9.0,2140.0,0,2005.0,98107,47.6734,-122.38,1540
921049315,2014-08-13,199000.0,3,1.75,1320,17390.0,1.0,0,1,4,7.0,1320.0,0,1956.0,98003,47.3257,-122.296,1550
3655000070,2014-08-05,220000.0,4,1.75,2020,7840.0,1.0,0,1,3,7.0,1010.0,1010,1968.0,98003,47.3309,-122.299,1750
4027700812,2014-05-29,452000.0,4,2.25,2590,10002.0,1.0,0,1,4,8.0,1340.0,1250,1968.0,98028,47.7689,-122.266,1550
3992700335,2014-07-07,382500.0,2,1.0,1190,4440.0,1.0,0,1,3,6.0,1190.0,0,1981.0,98125,47.7135,-122.287,1060
2767603505,2014-05-07,519950.0,3,2.25,1170,1249.0,3.0,0,1,3,8.0,1170.0,0,2014.0,98107,47.6722,-122.381,1350
4232901525,2014-06-27,665000.0,2,1.0,1110,3200.0,1.0,0,1,3,7.0,1110.0,0,1925.0,98119,47.6338,-122.358,1170
1777500060,2014-07-08,527700.0,5,2.5,2820,9375.0,1.0,0,1,4,8.0,1550.0,1270,1968.0,98006,47.5707,-122.128,2820
1432900240,2015-05-08,205000.0,3,1.0,1610,8579.0,1.0,0,1,4,7.0,1010.0,600,1962.0,98058,47.4563,-122.171,1610
6140100875,2015-04-15,420000.0,3,1.0,1060,8097.0,1.0,0,1,4,7.0,940.0,120,1923.0,98133,47.7144,-122.351,1560
6071600370,2015-02-27,500000.0,4,2.25,2030,8517.0,1.0,0,1,4,8.0,1380.0,650,1961.0,98006,47.5495,-122.174,2230
3224079105,2014-08-06,430000.0,2,2.5,2420,60984.0,2.0,0,1,3,7.0,2420.0,0,2007.0,98027,47.5262,-121.943,1940
8075400570,2014-10-30,258000.0,5,2.0,2260,12500.0,1.0,0,1,4,8.0,1130.0,1130,1960.0,98032,47.3887,-122.286,1360
1994200024,2014-11-04,511000.0,3,1.0,1430,3455.0,1.0,0,1,3,7.0,980.0,450,1947.0,98103,47.6873,-122.336,1450
3362900810,2014-08-20,532170.0,3,2.0,1360,3090.0,2.0,0,1,3,8.0,1360.0,0,1990.0,98103,47.6838,-122.353,1500
1324300398,2015-04-09,560000.0,3,1.0,1110,5000.0,1.5,0,1,3,7.0,1110.0,0,1947.0,98107,47.655,-122.359,1420
537000445,2015-03-31,282950.0,3,1.0,1250,8200.0,1.0,0,1,4,7.0,1250.0,0,1954.0,98003,47.3255,-122.304,1680
7920100045,2014-05-16,350000.0,1,1.0,700,5100.0,1.0,0,1,3,7.0,700.0,0,1942.0,98115,47.679,-122.3,1010
8960000030,2014-07-28,215000.0,3,1.0,1180,7669.0,1.0,0,1,4,7.0,1180.0,0,1967.0,98058,47.4479,-122.176,1190
6388930390,2014-11-20,650000.0,5,3.5,3960,25245.0,2.0,0,1,3,9.0,2500.0,1460,1996.0,98056,47.525,-122.172,2640
8731900200,2014-08-07,320000.0,4,2.75,2640,7500.0,1.0,0,1,3,8.0,1620.0,1020,1967.0,98023,47.3135,-122.369,1980
8029200135,2014-11-13,247000.0,3,2.0,1270,7198.0,1.5,0,1,3,7.0,1270.0,0,1916.0,98022,47.2086,-121.996,1160
1081200350,2014-10-03,320000.0,4,1.75,1760,11180.0,1.0,0,1,4,8.0,1760.0,0,1968.0,98059,47.4715,-122.118,1730
84000105,2014-05-07,255000.0,5,2.25,2060,8632.0,1.0,0,1,3,7.0,1030.0,1030,1962.0,98146,47.4877,-122.335,1010
3756500060,2015-03-09,438000.0,3,1.75,1780,9660.0,1.0,0,1,3,7.0,1780.0,0,1962.0,98034,47.7171,-122.193,1200
7215720160,2015-03-04,900000.0,3,2.5,3400,16603.0,2.0,0,1,3,10.0,3400.0,0,2000.0,98075,47.6012,-122.023,3400
3574800520,2014-06-20,441000.0,3,2.75,1910,7280.0,1.0,0,1,3,7.0,1160.0,750,1979.0,98034,47.7319,-122.224,1710
2617300160,2014-08-12,420000.0,3,2.0,2020,38332.0,1.0,0,1,4,7.0,1010.0,1010,1975.0,98027,47.4582,-122.023,2110
2558660270,2014-12-08,370000.0,3,1.75,1580,7000.0,1.0,0,1,3,7.0,1180.0,400,1976.0,98034,47.7209,-122.168,1640
2009000370,2015-02-19,269950.0,2,1.75,1340,7250.0,1.0,0,1,5,5.0,700.0,640,1949.0,98198,47.408,-122.327,1830
1836980160,2015-03-24,807100.0,4,2.5,2680,4499.0,2.0,0,1,3,9.0,2680.0,0,1999.0,98006,47.565,-122.125,2920
3261020370,2014-06-05,653000.0,3,2.5,2680,9750.0,1.0,0,1,4,8.0,1610.0,1070,1979.0,98034,47.7028,-122.231,2480
1755700060,2014-06-11,371500.0,3,2.0,1370,8336.0,1.0,0,1,5,7.0,1370.0,0,1964.0,98133,47.7458,-122.331,1770
4330600435,2015-03-16,284000.0,3,1.75,1560,21000.0,1.0,0,1,3,7.0,1560.0,0,1954.0,98166,47.4776,-122.337,1070
9542800700,2015-01-02,272000.0,3,1.75,2160,7140.0,1.0,0,1,4,7.0,1670.0,490,1978.0,98023,47.3026,-122.374,1930
1999700045,2014-05-02,313000.0,3,1.5,1340,7912.0,1.5,0,1,3,7.0,1340.0,0,1955.0,98133,47.7658,-122.339,1480
1762600070,2015-01-16,917500.0,4,2.5,3880,35003.0,2.0,0,1,3,10.0,2570.0,1310,1984.0,98033,47.6477,-122.182,3740
1687900520,2014-09-29,673000.0,4,2.25,2590,8190.0,2.0,0,1,4,8.0,2590.0,0,1980.0,98006,47.5619,-122.125,2260
7234600798,2015-02-10,425000.0,3,2.5,1120,1100.0,2.0,0,1,3,8.0,820.0,300,2008.0,98122,47.6106,-122.31,1590
3881900445,2014-07-09,399950.0,5,2.75,1970,5400.0,1.0,0,1,3,7.0,1320.0,650,1986.0,98144,47.5868,-122.308,1280
2254502445,2014-05-30,385000.0,3,1.0,1220,4800.0,1.0,0,1,3,6.0,1220.0,0,1901.0,98122,47.6101,-122.307,1200
5437810320,2014-11-17,269950.0,3,1.5,1950,7560.0,1.0,0,3,4,7.0,1320.0,630,1975.0,98022,47.1976,-121.999,1950
9158100075,2015-01-07,330000.0,2,1.0,1350,8220.0,1.0,0,1,3,7.0,1060.0,290,1949.0,98177,47.7224,-122.358,1540
3830630310,2014-07-25,260000.0,3,2.5,1670,5797.0,2.0,0,1,3,7.0,1670.0,0,1988.0,9803,47.3505,-122.179,1670
8123100045,2015-04-14,470000.0,4,3.0,2380,5125.0,1.5,0,1,4,7.0,1680.0,700,1925.0,98126,47.5384,-122.376,1410
3127200041,2014-06-13,589000.0,4,3.0,2440,9600.0,2.0,0,1,5,7.0,2440.0,0,1961.0,98034,47.7044,-122.2,2290
6661200320,2014-07-23,163500.0,2,1.5,1050,3419.0,2.0,0,1,3,7.0,1050.0,0,1996.0,98038,47.3848,-122.039,1050
11510310,2014-09-05,835000.0,4,2.75,3130,13412.0,2.0,0,1,3,9.0,2140.0,990,1993.0,98052,47.6993,-122.102,2260
8731951370,2015-04-15,269000.0,4,1.75,1490,10000.0,1.0,0,1,4,8.0,1100.0,390,1969.0,98023,47.3099,-122.379,2190
1954440060,2014-05-05,560000.0,3,2.5,1900,8744.0,2.0,0,1,3,8.0,1900.0,0,1987.0,98074,47.62,-122.043,2030
2264500350,2015-04-18,615000.0,4,1.0,1330,2400.0,1.5,0,1,4,6.0,1330.0,0,1901.0,98103,47.65,-122.34,1330
1115810060,2014-12-05,585188.0,3,2.25,2230,10026.0,1.0,0,1,3,8.0,1430.0,800,1975.0,98052,47.6647,-122.153,2230
9477200200,2014-08-18,305000.0,3,1.75,1650,9480.0,1.0,0,1,3,7.0,1220.0,430,1977.0,98034,47.726,-122.191,1540
1432600560,2014-11-05,166950.0,3,1.0,1190,8820.0,1.0,0,1,3,6.0,1190.0,0,1959.0,98058,47.4616,-122.184,1230
2287000060,2014-09-12,799000.0,3,2.5,2140,9897.0,1.0,0,1,4,8.0,2140.0,0,1959.0,9804,47.5505,-122.219,2680
3663500060,2014-06-25,400000.0,3,2.5,2180,7508.0,1.0,0,1,4,7.0,1420.0,760,1962.0,98133,47.7606,-122.336,1900
3996900125,2014-12-01,230000.0,3,1.0,1060,10228.0,1.0,0,1,3,7.0,1060.0,0,1948.0,98155,47.7481,-122.3,1570
7796450200,2014-05-15,256883.0,3,2.5,1690,5025.0,2.0,0,1,3,8.0,1690.0,0,2003.0,98023,47.2779,-122.347,2550
7549802535,2014-11-11,423000.0,4,2.0,1970,6480.0,1.5,0,1,5,7.0,1130.0,840,1920.0,98108,47.5511,-122.312,1500
3278600320,2014-07-23,465000.0,3,2.5,2150,4084.0,2.0,0,1,3,8.0,2150.0,0,2007.0,98126,47.5488,-122.372,1750
2824079053,2015-01-13,440000.0,3,2.5,1910,66211.0,2.0,0,1,3,7.0,1910.0,0,1997.0,98024,47.5385,-121.911,2330
3542300060,2015-03-11,210000.0,3,1.0,860,11725.0,1.0,0,1,4,6.0,860.0,0,1943.0,98056,47.5093,-122.184,1300
2222059065,2014-11-12,297000.0,3,2.5,1940,14952.0,2.0,0,1,3,8.0,1940.0,0,1994.0,98042,47.3777,-122.165,2030
